,tweet,sentiment
2119,I don't think anyone on has been swayed to the other side. Tweeters on #current are v. partisan (not that I'm any better).,neutral
2120,Obama will help get America's credibility back. McCain will piss on it. #current,neutral
2121,#current #debate08 no on the job training needed? wishful thinking. always be learning.,neutral
2122,"""Poll on http://www.drudgereport.com/ shows McCain ahead, only indicates who reads the drudge report of course. #current #debate08""",neutral
2123,I think Obama won. Unfortunately I think America will think McCain won. #current,neutral
2124,"""#current Obama had more substance, McCain had talking points""",neutral
2125,Oh.. I don't know - it's the end of the debate - and I'm still not impressed ugh! - just my back hurts & sleepy #tweetdebate,neutral
2126,Uses his  POW card...knew he would...      #current,neutral
2127,"""Jon and Cindy McCain own 13 cars, Barack and Michelle own 1, a hybrid #current""",neutral
2128,WOW.  I'll bet their are some POW/MIA families shooting their TVs right now. #current,negative
2129,"""because of the earmarks in the bill, not the bill itself #tweetdebate""",neutral
2130,McCain treated this like an interview with Lehrer instead of a debate. Can NOT wait to hear Palin V. Biden #current,neutral
2131,Phils won.  Mets lost. #current,neutral
2132,Can't wait to see the ending stats! #debate08 #current,neutral
2133,I don't think anyone won. #current,neutral
2134,thinks Cindy McCain will be voting for Obama. #tweetdebate,neutral
2135,"""the verdict: an interesting first debate, but no conclusive winner as yet. #current""",neutral
2136,#current And we're off... Not sure about the 'winner'. Guess overall Obama was better. McCain really grew in this debate.,neutral
2137,Seems like Obama was fighting out of the corner tonight. Stayed on defense.  He came off rude and dodgy.  McCain wins by TKO. #current,neutral
2138,"""The most dangerous man in America, David Brooks, and Mark Shields are saying that the debate changed nobody's mind. True, I think. #current""",neutral
2139,#current Close call.  Too close to call?,neutral
2140,Obama won on the economy. Tied on foreign policy issues. #debate08,neutral
2141,"""#debate08 obama might have held his own, but mccain is a foreign policy dude. who knows who won.""",neutral
2142,"""#debate08 Mmmmm I think about it as a 50/50 .... not bad, waiting for the polls of tuesday!""",neutral
2143,"""@Marti_L I think both of them were uneven. Obama did OK, McCain swung from old grumpy/snipey to bland. #debate08""",neutral
2144,wow chris matthews says obama looked more presidential but might have given up too many points. #current #tweetdebate,neutral
2145,"""#debate08 Overall impression: McCain consistently set the tone and subject of the debate topics, Obama was following and playing defense...""",neutral
2146,"""#debate08 Mostly a draw, don't think it swayed many people.""",neutral
2147,"""Good point King, this debate didn't say anything new to people who have been closely looking, but did talk to less informed people. #current""",neutral
2148,#current I thought Obama would do much better. I think he pulled his punches.,neutral
2149,"""@lukemcneur Disagree mate. Obama was calm cool, and direct. McCain was floundering  #debate08""",neutral
2150,#debate08 Nice call from @dbrauer. Obama did hold his own. I guess maybe he gets the nod for a victory. Bar too low though. For Palin too,neutral
2151,"""Debate results: McCain: 3 (Iraq, Iran and Russia) Obama: 2 (Afghanistan & Pakistan) #current #obamashot #mccainshot""",neutral
2152,"""It was an exciting debate, but I expected more blood. #current""",neutral
2153,"""McCain certainly looked better than expected, but with all the lies, I'm not calling it a win. Obama should have been less polite. #debate08""",neutral
2154,#debate08 I'm surprisingly sober.They must have totally trained the primary buzz words out of their systems.  No change this time my friends,neutral
2155,"""given the debate topic McCain should have won, but i think Obama really caught up...maybe even surpassed the old guy #current""",neutral
2156,"""As much as I don't like Obama, he didn't do poorly. When you're in the lead, that's good. #debate08""",neutral
2157,"""#debate08 Felt like Obama was very strong in the beginning, but overall didn't have as many taglines as McCain that people will fawn over""",neutral
2158,"""#current there is no way we can pull out of Iraq, just ask the troops, do a poll on that""",neutral
2159,#debate08 I don't think anything was said tonight to move the election.,negative
2160,"""@usermac Truth be told, I'd be happy to have McCain or Obama as President. I just dont think we can afford 4 Republican years. #current""",neutral
2161,From the persoanl attacks from left on #current and #debate08 it is obvious McCain scored points over Obama,neutral
2162,@kathrynjones he was raised in a time when racism was ok i love the old ppl in my family but they are racists 2 - its ingrained in that gen!,negative
2163,Yeah - I don't know why Obama didn't just cream him.  Is he worried that he'll lose points for being uncivil? #current,neutral
2164,"""#debate08 #current Barr:""""You don't jump over all of the intermediary steps that we, can, ought to begin... in diplomatic relations w/Iran""""""",neutral
2165,It looks like Senator McCain won this debate. And Mrs. McCain wins the fashion debate. (What was Michelle thinking?) #debate08,neutral
2166,#debate08 tie,neutral
2167,"""Fox News thinks it was a good night for John McCain. Well, duh....  #debate08""",positive
2168,Bill Kristol: McCain got under Obama's skin #current #debate08,neutral
2169,"""#debate08 no KOs, or even knock downs""",neutral
2170,"""#debate08 Obama has the facts and vision, McCain has the catch phrases and blind single-mindedness to win this. Obama is missing the point""",neutral
2171,"""My Totals (and I'm a Democrat): McCain 12, Obama 6 -- Obama has a lot of work ahead of himself. #tweetdebate""",neutral
2172,#debate08 #current  Bill Kristol Maybe Obama won the first round but McCain won every other round.  Obama on the defensive.,neutral
2173,I'm not buying the McCain win on FP. I think Obama is *right* about Afghanistan and Pakistan re Al Qaeda - #debate08,neutral
2174,Yup.  Obama is the intellectuallay generous guy.  Too bad the American public would rather vote for the biggest dick. #current,neutral
2175,@SarahInMI I am on Fox- I know someone in Az who might be on the local fox news there and she thinks it might be put in a national feed,neutral
2176,#current is off the chain. Loving the comments and opinions of the masses.,neutral
2177,"""Bill Bennett: How many times did Obama say """"John is right"""" and how many times did McCain say """"Obama is wrong""""? #debate08 #current""",negative
2178,Verdict: McCain exceeded all expectations.  BHO: flat.  #current #debate,neutral
2179,"""#current Bill Bennett says Obama is """"intellectually generous guy"""" but McCain was the """"sherriff"""" and """"masterful"""" cause he """"knew the names.""""""",neutral
2180,"""Bill Bennett is right, McCain was firmer. More conviction. Good grasp of facts and figures. Obama tried to reframe things too much. #current""",neutral
2181,"""As angry as I got at McCain for his petty BS (ignoring Obama the whole time), it was a pretty even debate. Nice and unfriendly.  #debate08""",neutral
2182,"""Last year these debates used to be special, but with all those primary debates, this seems so regular to me #current #debate08""",neutral
2183,"""You don't """"win"""" a debate in general unless you knock it out of the park. #current""",neutral
2184,Does Obama have to be on the attack to win a debate? I thought was he appropriate w/ shots but some think he wasn't tough enough? #debate08,neutral
2185,#debate08 join the covert radio show forums to talk about the war on terror and security. http://is.gd/3chp,neutral
2186,"""#debate08 Obama 1, McCain 0""",neutral
2187,"""#debate08 It did seem like Obama was constant agreeing with McCain.  McCain, however, not so nice.""",neutral
2188,"""@POttenhoff """"JM needs to step up policy distinctions."""" Obama was agreeing with McCain time and again. #debate08 #current""",neutral
2189,"""McCain did well in the beginning, but Obama took over once foreign policy kicked in. #debate08""",positive
2190,McCain looked better on a narrow set of issues; Obama looked more consistent across the board but didn't win big.  Close. #tweetdebate,neutral
2191,"""#debate08 I think you have to give a slight edge to Obama, if for no other reason than McCain's """"Don't Understand/Reagan"""" tired offense""",neutral
2192,a little brain numb from watching debate. I thought McCain did well at times. Obama-too much agreeing. #debate08,neutral
2193,"""#debate08 Obama actually talked about the present...mccain just told a bunch stories.  Obama 1, McCain 0""",neutral
2194,"""#debate08 Well, it's clear Obama won on policy and principle, but McCain may have won on sound bites. Obama was too polite!""",neutral
2195,"""Twitter and #current debate very cool, would have been better if I bypassed sucky current signal and went straight to web. All and all A+""",neutral
2196,"""Katie, you're beautiful...but Wrong!#current""",neutral
2197,@FakeObama08 Kind of makes you long for the days when President Roosevelt just got on TV and told you what was going on...no sugar coating!,neutral
2198,"""#current Now Guilliani on NBC. He laughs...ha, ha, ha... when Brian Williams says Biden called McCain """"wrong"""" about Iraq.""",neutral
2199,Uhh. Palin didn't give a response to the media when Biden did? That really doesn't look good. #debate08,neutral
2200,"""""""Barack Obama doesn't understand"""" and """"I agree with John McCain"""" were the major repeated lines of the night -Cameron #debate08 #current""",neutral
2201,"""#debate08 mccain wins on passion. obama's 1, 2, 3ing was stilted. mccain sought to convince, obama was presenting logic.""",neutral
2202,#debate08 Acknowledging common ground with your opponent is not weakness.,positive
2203,"""Biden will step up to the plate and talk about the debate to Brian Williams, but where's Palin...? Oh, that's right, too cowardly #current""",neutral
2204,"""@Condoulo yes I like those Clinton policies, but you have yet to say what he actually did.""",neutral
2205,"""How can Obama bring up Palin ?  If he can, without looking mean, he can win #current #debate08""",neutral
2206,"""#current Ooh, the RNC spin: """"Obama says we have to lose in Iraq in order to win in Afghanistan."""" according to Guilianni.""",neutral
2207,Loved that fact that Obama said McCain was correct so many times and McCain said Obama was clueless about issues #current #debate08,neutral
2208,I want to see Obama more aggressive in the next debate. I know he has more of a fight in him. #current,neutral
2209,"""Good point from a FOX News commentator: McCain's looking backward, Obama is looking forward. #current""",neutral
2210,"""Post #debate08 Senator Biden appears on NBC, Gov. Palin absent and Rudi Giullianni is filling in for her...strange indeed.""",neutral
2211,"""Obama said """"John is right"""" at least 8 times! McCain on offense,Obama on defense. 21 Factcheck for BHO 16 for McCain #comment #debate08""",neutral
2212,"""obama wasn't concise enough and should've pushed 3rd bush term more, but he looked like a plausible CiC, which was top priority #tweetdebate""",neutral
2213,"""NPR Commentary: """"A stalemate is a win for Obama as this is McCain's strongest point."""" ha.  Hadn't thought of it that way. #debate08""",neutral
2214,"""#debate08 #current On a recent falling out w/Ron Paul Barr:""""We wanted to provide true focused leadership for the L.P."""" """"R.P. did espouse""""""",neutral
2215,#debate08 Obama appeared presidential vs McCain who acted liked a cranky old grandpa,neutral
2216,#debate08 were was the spice? I expected more wrangling. None scripted.,neutral
2217,"""#debate08 also, giulani is miles left (not nearly left enough though) of palin on almost every issue""",neutral
2218,#current #debate08 Neither did too great. Now the news bias spins off...Fox: McCain grand slam. CNN seems pretty even for now.,neutral
2219,I would say it was 50/50 #debate08,neutral
2220,"""notice that McCain didn't mention education, his healthcare plan other than keeping it private and taking care of nations children #current""",neutral
2221,""": #debate08 Neither of them """"won."""" Obama held his own, but was often defensive against McCain's digs. McCain swung from grumpy to bland.""",neutral
2222,"""#winner #current The debate result is much like how the poll results have been: somewhat close, leaning toward whichever guy you like.""",neutral
2223,giuliani lies. Obama will cut corporate loopholes. better plan than raising my taxes.  #debate08,neutral
2224,"""obama may not have the experience mccain has, he does imho  have a plausible theory of what american foreign policy should be about #current""",neutral
2225,@current pavlicko Obama wasn't the one that almost didn't show up.,neutral
2226,"""McCain did better than I thought he would tonight, but he did lie several times and his economic policy is ridiculous, now the VPs #debate08""",neutral
2227,McCain headed back to DC #current #debate,neutral
2228,"""One thing that Obama had over McCain is that he turned and tried to engage McCain, McCain avoided all eye contact #current #tweetdebate""",neutral
2229,"""MCCAIN: How about a spending freeze on everything but defense, veteran affairs and entitlement programs. #DEBATE08""",neutral
2230,"""Most common statments tonight: Obama: """"McCain is right""""; McCain: """"Obama doesn't understand"""". Points to McCain. #current""",neutral
2231,"""The transcripts are up people, let's get the facts straight and not add to the spin #DEBATE08""",neutral
2232,"""#current Both candidates gave very convincing party lines, but chats on Sun Times chat reveals Obama favored...McCain viewed as nervous""",neutral
2233,#debate08 OBAMA won!!! McCain looked like a condescending old man tonight!,neutral
2234,#current Obama sounds better on the stump than in the debate,neutral
2235,"""#current - visually, McCain won hands down.  You don't  put a dark-skinned person against a blue background, and you turn the lights up.""",neutral
2236,"""No matter who wins, we're headed for tough times. #tweetdebate""",negative
2237,Nice that McCain tried to lead on Obama and he wouldnt take the bait. #debate08,neutral
2238,"""Obama showed that he's calm under pressure, while McCain showed that he can't treat dissent as intelligent or reasoned.Obama wins! #debate08""",neutral
2239,"""@janoss - not once. Obama looked at McCain numerous times, addressed him directly at least nine times.""",neutral
2240,"""After the debates, Obama: Gentleman. McCain: A-hole. #current""",neutral
2241,"""Obama got away with pretending to be a sober, sensible centrist instead of the statist he is, and thus won the debate #debate08""",neutral
2242,"""#current McCain came off as the cranky, old man he is...er, old, white-haired dude""",neutral
2243,"""I wonder how long it will take the McSame camp to roll out their """"John is right"""" Obama debate quote commercials? #debate08 #current""",neutral
2244,Obama=New Media King; all hype. McCain's team has been pumping out YouTube ads w HUGE off-line impact. Ie: http://snurl.com/3vlxx #debate08,neutral
2245,"""#current #debate08 McCain didn't get very high highs, but his ratings with Independents looked fairly strong throughout, especially on #pork""",positive
2246,@benpolitico Just saw you on CNN walking past Dana Bash and Nicole Wallace. #debate08 #current,neutral
2247,"""@ButtaBaby they already have ads saying """"McCain won!"""" #current""",neutral
2248,"""#current  Wow, the media works fast. http://tinyurl.com/43n74w",negative
2249,McCain already has an ad out from the debates. Damn that was fast http://tinyurl.com/49unmh #current,neutral
2250,#debate08 I think it was a draw... maybe McCain a bit up but this is his issue!,neutral
2251,"""#debate08 Obama said """"McCain was right"""" eight times! McCain never spelled out that he agreed with Obama""",neutral
2252,"""And for all of you tweeters twittering over McCain's """"Existential Threat"""" that was no error; literally: """"A threat to existence"""" #current""",neutral
2253,#debate08 1st debate done & i still don't think i'm leaning either way. finger pointing & 1/2 truths on both sides. not much honesty imho,neutral
2254,"""@janoss - Obama =total control over emotive... typical Lyndon Johnson """"socialist."""" At the same time- I wonder how he won over """"experience.""""""",negative
2255,"""@tarheelcoxn re: earmarks, obama could've just asked him why he picked palin with all of hers. #debate08""",neutral
2256,#current Biden: What're ya gonna do economically and relative to the war? That's what it's all about.,neutral
2257,@janoss - I would expect Obama to represent this country with dignity. Not so with McCain/Palin,neutral
2258,"""#current Biden: Obama said in order to get economy moving again, you gotta help middle class. McCain wants to help out the billionaires.""",neutral
2259,@DocMara hopefully the GOP will select someone younger and eloquent vs Obama in 2012. I'd like to see that debate. #debate08,neutral
2260,btw: ted kennedy is ok. #debate08 #current,neutral
2261,@EndTheRoboCalls Veeps go at it 10/2 #debate08,neutral
2262,@problogger A draw. #debate 08 #tweetdebate,neutral
2263,20% McCain;  75% Obama; remaining not sure-- predicted winner of debate according to MSNBC voters #current #tweetdebate,neutral
2264,"""@Imarilove exploiting is what he knows and loves, methinks""",neutral
2265,"""#debate08 other big question: did McCain acknowledge that the US has tortured people in recent years? If so, that's major story....""",neutral
2266,"""#current Anderson to Wolf """"don't hold your breath waiting for Palin to comment tonight"""" (laughter all around)""",neutral
2267,#debate08 my feelings are pretty much this... why JUST those two canidates? I thought there were more than two???,neutral
2268,"""@cyn3matic McCain's tie looks fine in HD, but I hear it was aliasing like crazy on SD channels. #debate08""",neutral
2269,@Imarilove Yes!!! Obama has done more for veterans than McCain has DESPITE the fact that McCain's a former POW.,neutral
2270,"""#debate08 biden/palin debate viewship will trump this one. Great odds biden gaffes like never before, or palin completely melts down""",neutral
2271,"""@etherkiller and when Obama tried to set his own record straight, McCain talked over him. Obama was the better man and stood down. #debate08""",neutral
2272,#debate08 some undecided woman on cnn just said that obama didn't stutter. maybe she wasn't watching the same debate i was...,neutral
2273,"""In case anyone cares, Henry Kissinger just released a statement noting that Obama just doesn't know anything.  #current #debate08""",negative
2274,@freeulysses that's what we do best... irrationallity #debate08,neutral
2275,"""#2019 #current in other words those without a pick best understood the heart of the issues, but had little voice over the rally cries.""",neutral
2276,@korym I hope an iPhone will solve this issue. ;) Also: #debate08 is basically either 'OBAMA RAWK' or 'MCCAIN'S NEW AD: url'. Laaame.,neutral
2277,McCain wasn't bad but he was attacking Obama more than actually taking a stand. Obama's positions became more clear.  Good #debate08,neutral
2278,"""#2019 #current looking back on it now, I can't say that it made much of a difference to us now, unless the other guy cut GEAS funding.""",neutral
2279,Obama: McCain you're right.  McCain: Senator Obama just doesn't understand #current #debate08,neutral
2280,#debate08 It scares me that people being polled still think McCain is better on military/veteran issues. Support the troops -- vote Obama!,neutral
2281,you have to be a fast reader at http://election.twitter.com/ #debate08,neutral
2282,"""#debate08, Obama will let anyone talk over top of him. Not very macho. McCain will kick ass & talk over top of all peoples/nations RNCFTW""",neutral
2283,#debate08 wtf is this McCain twitter banner next to barack's banner? http://twitter.com/JohnMcCain. Fake JM?!?,neutral
2284,#debate08 Who won? It depends on the topic. McCain good on foreign policy. Obama on home turf/leadership. Looking for fact checks.,neutral
2285,"""Collected my thoughts and I think mcain would do some stuff well. But Obama would do more, better. #current night""",neutral
2286,Joe Biden just dropped a brute steamer on McCain's face on MSNBC #debate08,neutral
2287,"""@RobertBluey Well, then McCain needs to prove that he's head and shoulders above Obama on policy - Are you saying BO rope-a-doped?""",neutral
2288,y say its ok to 'tie' bc its the other guy's strength? foreign policy is NOT mccain's strength. why do we keep giving them ground? #debate08,neutral
2289,Jim Lehrer just directed the debate audience ... 30 seconds ... #tweetdebate,neutral
2290,Here we go. #tweetdebate,neutral
2291,what is an appropriately bi-partisan food to bring to a debate party? #tweetdebate,neutral
2292,@current one minute to get your stuff together #current,neutral
2293,Anyone else actually kinda nervous? #tweetdebate,neutral
2294,"""#tweetdebate ready, set, go!""",neutral
2295,"""Just ordered pizza and got the cat settled, ready to watch the debates #tweetdebate""",neutral
2296,Any drinking game ideas for #tweetdebate?,neutral
2297,Thought I'd have TweetDeck up & running during #tweetdebate . DH is using our laptop to write a sermon. He wins.,neutral
2298,The moderator is almost as important as the debaters. #current #tweetdebate #debate08,neutral
2299,@mojosd refresh?,neutral
2300,#tweetdebate #debate08 I'm helping make the audience global,neutral
2301,#tweetdebate red tie obama,neutral
2302,#tweetdebate i never knew what the symbol of the Dems was till 12 yrs ago,neutral
2303,First question direct to the liver #tweetdebate,neutral
2304,@starweaver what happened?,neutral
2305,@LuciaZephyr Link please?,neutral
2306,Can you see this? #tweetdebate,neutral
2307,#tweetdebate,neutral
2308,@kgs @CSPAN-2 :),neutral
2309,"""McCain: """"It's not the beginning of the end of this crisis...it's the end of the beginning"""". What?!?! -1 pt. #tweetdebate #current""",neutral
2310,A silent audience is odd. Wonder how it is for McCain & Obama? #tweetdebate,neutral
2311,@current why isn't my stuff showing up on tv?! #current,neutral
2312,Kennedy is in hospital brought up by McCain #current #tweetdebate,neutral
2313,Just started watching the debate. Got home a few mins late. Got to get #current and then #tweetdebate,neutral
2314,Now Trending: #tweetdebate http://tinyurl.com/4h7xsp,neutral
2315,Web analyst @jowyang post on how to be an armchair political analyst http://tinyurl.com/3jdy67  #tweetdebate,neutral
2316,"""@downsokc  if you remember, also include #current  http://current.com/""",neutral
2317,@current is the live stream on http://tinyurl.com/64edyb working?,neutral
2318,@kellyrfeller  Looks like @jowyang is using #tweetdebate for the hashtag.,neutral
2319,Lehrer cannot get them into a conversational groove. What is that going to take?#current #tweetdebate #debate08,neutral
2320,"""@starweaver sorry, what question did you ask me?""",neutral
2321,@esonnenberg I agree that it's odd that McCain & Obama seem to have a hard time directly addressing each other #tweetdebate,neutral
2322,@andrewkgay Too bad. Now you have to have a drink every time you hear #mainstreet or #wallstreet . #tweetdebate,neutral
2323,#tweetdebate I miss Tim Russert.,neutral
2324,@current didn't ask one. Responded to yours. No worries.,neutral
2325,@andrewa121 We needed some Ron Paul crazy in this #debate.,neutral
2326,True or false $932M dollars. #tweetdebate #current,neutral
2327,is wondering how long twitter will stay up during the debate ;)     #tweetdebate,neutral
2328,@current is the live stream working?,neutral
2329,@jowyang Keeping score on paper. Keep missing what they say when I tweet too much. #tweetdebate,neutral
2330,#tweetdebate McCain and Obama could you please talk directly to each other?! let's get it on!,neutral
2331,"""the sheriff, heh heh #tweetdebate""",neutral
2332,#tweetdebate,neutral
2333,@nohype yes is polar bear DNA more important than black bear DNA? too true! ;),neutral
2334,"""HOT: earmarks http://buzztter.com/en/k/earmarks and mccain is, #tweetdebate""",neutral
2335,who is in charge of the reaction audience chart?? #tweetdebate #current,neutral
2336,@pmbaird He said it was an old pen ... it was a black sharpie ... ok. #tweetdebate,neutral
2337,did someone say foreign policy? #tweetdebate,neutral
2338,This Aussie live web stream of the #debate08 is a few seconds AHEAD of the U.S. Network coverage: http://www.sbs.com.au/ #tweetdebate,neutral
2339,"""""""Festooned"""" -- uh, drink?  #tweetdebate""",neutral
2340,@davidweiner Did she win Miss Congeniality?,neutral
2341,It's not like you want to close the loopholes. #obama #tweetdebate,neutral
2342,#tweetdebate Word of the night: FESTOONED. Luv that! Use that all day tomorrow at PDX Wordcamp. No more CSS. We'll festoon our blogs. ;-),neutral
2343,Have you looked at the #tweetdebate at the top of home screen?,neutral
2344,@current is there a delay in the twittering to show up on screen? #current,neutral
2345,#tweetdebate #3 Obama first priority is alternative energy. that's my friend gary hirshberg's influence.,neutral
2346,"""Okay, I'm bored #tweetdebate""",neutral
2347,This is the same shit.  Can we talk about something visionary. Everyone know what we need  #tweetdebate,neutral
2348,here we go  #tweetdebate,neutral
2349,"""scoring the debate on twitter, #tweetdebate tag""",neutral
2350,"""@sarking Maybe he should! Earmarks like infrastructure, like ROADS and BRIDGES and stuff.""",neutral
2351,"""on a cruise ship, cruising towards ensenada....and watching #current and #tweetdebate play by play....nice""",neutral
2352,#tweetdebate,neutral
2353,@rodbegbie when are my tweets going to show up on tv?,neutral
2354,@soseman Actually @jowyang's debate game is #tweetdebate.,neutral
2355,#tweetdebate medicaid part d needs to be reformed,neutral
2356,#tweetdebate Bummer: festoon.com and festooned.com are both parked. Festooned.biz is still avail. I'll reserve if someone will create a blog,neutral
2357,just realized we should be writing #tweetdebate,neutral
2358,Denver CBS news wants you to comment on their website. They should have a twitter account as well. #tweetdebate,neutral
2359,"""#tweetdebate gentleman talk about saving, less credit and public transposrtation""",neutral
2360,"""late to the debate, put sweet baby girl to sleep. thank goodness for dvrs. wine in hand. i'm ready! #tweetdebate""",neutral
2361,can we just use the nuclear power coming off the Sun?  #tweetdebate,neutral
2362,Jim Lehrer FTW. #tweetdebate,neutral
2363,"""@tikva -- totally, you should tweet that to #tweetdebate""",neutral
2364,#current #tweetdebate can I vote for Jim Lehrer?,neutral
2365,"""ok, turning off twitter -- i can't concentrate on watching and read the streams of 30842 tweets per second! #current #debate08 #tweetdebate""",neutral
2366,@rodbegbie Thank you!  Just saw  my tweet go by on Current.  I'm so happy,neutral
2367,Obama soundbite: problem with a spending freeze is youre using a hatchet when you need a scalpel #tweetdebate,neutral
2368,#tweetdebate come talk about the debate over at: http://ping.fm/7D9SW,neutral
2369,@Laurie2 line graph at CNN is focus groups agreement to what is being said right now #tweetdebate,neutral
2370,@current orgy!!! DRINK #CURRENT,neutral
2371,This is WHY I dont even care about politics. #tweetdebate,neutral
2372,"""hehe """"Jim"""" #tweetdebate""",neutral
2373,"""#tweetdebate Did Obama say """"orgy""""""",neutral
2374,Waiting for buttons to get pushed. #tweetdebate,neutral
2375,Who?  I'm confused. A gay partner?  I didn't hear about this  #tweetdebate,neutral
2376,"""""""I'm a Maverick""""  #tweetdebate #current""",neutral
2377,McCain on torture and Guantanamo. Where does he really stand these days? Says he opposed admin (for a while).#current #tweetdebate #debate08,negative
2378,@current  Am I too much of a smartass to be a politician?  #current,neutral
2379,Did Mccain's voice just crack? #current #tweetdebate,neutral
2380,Retweet @rivensky: OMG! His name is John! Not Tom. Not Jim. JOHN! lol #tweetdebate,neutral
2381,"""Did anyone else see that message from current, bad planning -_- @current  #current #tweetdebate""",neutral
2382,Why does the fact that we went in in the first place matter now? #current #debate08 #tweetdebate,negative
2383,Is McCain is giving hand signals!!! #tweetdebate,neutral
2384,@themurmish Thanks for the explanation.,neutral
2385,@cgritter Heeeeeeeeeeeeey! Good to see ya! You joining in the #debate08 drinking game ;-),neutral
2386,@litterthisheart YES. The average soldier just wants to get paid and not die. Speaking from my experience and others' I know personally.,neutral
2387,where is McCains flag pin. #tweetdebate,neutral
2388,"""#tweetdebate Sen O: Surge was tactic to contain damage from all the previous mistakes in Iraq. John, you talk like the war started in '01!""",neutral
2389,what's the difference between #debate08 and #tweetdebate?  i'm confused.,neutral
2390,2 4ths of July ago? LOL #tweetdebate,neutral
2391,@current  Hmmm...I just noticed you guys have other topic things at the top.  What do those do?  #current,neutral
2392,would two fourths of July equal a half a July? #current #tweetdebate,neutral
2393,#tweetdebate Putting Rumsfeld in charge of anything was what they may have been talking about.,neutral
2394,"""#tweetdebate #current Patreaus, Palin.....""",neutral
2395,#tweetdebate am i the only one that finds it odd that McCain does look or speak to Obama?,neutral
2396,Did Obama just declare war on Pakistan?? #tweetdebate,neutral
2397,@current #current Leave non-fleeting thoughts on the debate http://tinyurl.com/3wdlme,neutral
2398,"""Why do Libs want to """"fight"""" a war where we're not?",negative
2399,"""@rmonge4surf @rmonge4surf refreshing ireport.com natch, watching pals on twitteriffic, searching #tweetdebate on twitter. how bout you?""",neutral
2400,"""New band name: """"Jaws of Victory"""" #tweetdebate""",neutral
2401,@chrysaora pedobear,neutral
2402,Being on a 10-minute DVR delay makes it hard to chime in on the #tweetdebate ;),neutral
2403,#tweetdebate is anyone totalling the points tweeple are offering up?,neutral
2404,"""design-geek that I am, I'm trying to identify the cheesy script font on the backdrop. #current #tweetdebate""",neutral
2405,Did anyone got 'General Petraeus' in theur drinking game? Call 911 then. #tweetdebate,neutral
2406,"""@current  Historically, what would Alexander the Great do about that?  Let them buy into the game on a trial basis?  #current""",neutral
2407,i want to move to Ireland... #tweetdebate,neutral
2408,#tweetdebate: Somehow my friends and I turned the debate into a drinking game. Wine is disappearing fast,neutral
2409,"""Thats what the US needs someone open and upfront to say and do things, NOT, hide and not saying things publicly as McCain does #tweetdebate""",neutral
2410,"""WATCH! McCain sings """"Bomb Bomb Iran"""" http://tinyurl.com/3vqjn3  #current, #debate08, #tweetdebate""",negative
2411,#current #tweetdebate #debate08 orgy of spending would make a great name for a band,neutral
2412,@elaineschoch No kidding! Bono could be prime minister there!,neutral
2413,@SarahInMI I actual think his just has the wireless mic clip on backwards,neutral
2414,Comparing bracelet stories. Of course we honor our troops ... how dare we send them to Iraq! #current #tweetdebate #debate08,neutral
2415,@aagha and remember the right name #tweetdebate,neutral
2416,Being from Germany I am amazed how unemotional the debate is. Ou German counterpart is much wilder #tweetdebate,neutral
2417,@current straight talk!!!! DRINKKK!!! BABY DRINK!!! #current,neutral
2418,Aren't we talking NATO here?  #tweetdebate,neutral
2419,#debate08 #current #tweetdebate Anyone know a tool that allows for the following of all three tweet streams at once (on one screen)?,neutral
2420,#current #tweetdebate A  League of democracies!!,neutral
2421,"""@current If I were running, I would try to blame the dog or global warming for the economic failure.  #current""",neutral
2422,#tweetdebate what is this audience thing on cnn?,neutral
2423,"""@jasoncarini 1,583 uhs so far #debateok08 #debate08""",neutral
2424,@johnnycho #tweetdebate Tonight's debate is foreign policy,neutral
2425,Ok halfway point who's winning? #tweetdebate,neutral
2426,"""#tweetdebate """"that will change when I'm president of the US"""" #obamashot""",neutral
2427,@cgritter I think he has a flag pin AND the mic clip. #debate08,neutral
2428,@johnnycho #tweetdebate The format was agreed to in advance that this would be about foreign affairs.,neutral
2429,"""OK....... what about other issues? enviroment, and money and stuff like that? #tweetdebate""",neutral
2430,@janoss - It doesn't have anything to do with his preparations for this debate?,neutral
2431,#tweetdebate has there been any knock out punches yet?,neutral
2432,I support sitting down without preconditions. #tweetdebate,neutral
2433,Obama & McCain's Tax Plans Visualized via Washington Post http://zi.ma/9676b6 #current #tweetdebate,neutral
2434,@NoOneYouKnow Someone Please make the league tshirt. I'm for it! #tweetdebate,neutral
2435,#debate08 #current #tweetdebate  Aren't we a rogue regime if we attack whatever country we want when we want?,positive
2436,#obamashot everytime i get invited over for tea #tweetdebate,neutral
2437,#tweetdebate,neutral
2438,@sheenatabraham Say some more about Obama's vocal fillers. How do they help? I'm genuinely curious.  #current #tweetdebate,neutral
2439,@littlesparrowp your grandmother is lousy,neutral
2440,@current  Have the people vote individually about their nuclear aspirations versus consequences then change minds accordingly.  #current,neutral
2441,@current  What is Obama reading?  #current,neutral
2442,"""Haven't you ever watched Star Wars? Sit across a table, but keep your blaster ready! #Current #debate08 #tweetdebate""",neutral
2443,#tweetdebate,neutral
2444,"""yes, but let's talk about jim lehrer! #current #debate08 #tweetdebate""",neutral
2445,OMG ... McCain is looking in Putin's eyes and sees K-G-B. #current #tweetdebate #debate08,neutral
2446,@current Is Russia run by the KGB more than the US is run by the CIA?  Why are they fighting?  #current,neutral
2447,@stealingsand Totally!,neutral
